VoucherId,Number,Date,ReferenceNumber,SecondaryNumber,State,Type,FiscalYearRef,Description,Description_En,Version,Creator,CreationDate,LastModifier,LastModificationDate,DailyNumber,IssuerSystem,IsMerged,MergedIssuerSystem
144,75,2026-03-22 00:00:00,75,,1,1,1,بابت فروش 1405/01/01 به ملي فانتزي,بابت فروش 1405/01/01 به ملي فانتزي,2,11,2026-04-29 14:18:16,11,2026-04-29 14:18:43,2,3,False,
145,74,2026-04-26 00:00:00,74,,1,2,1,بابت پرداخت طي اعلاميه پرداخت شماره 379 تاريخ 1405/02/06,بابت پرداخت طي اعلاميه پرداخت شماره 379 تاريخ 1405/02/06,1,12,2026-04-29 14:16:04,12,2026-04-29 14:16:04,4,2,False,
148,77,2026-03-23 00:00:00,77,77,1,1,1,بابت فروش 1405/01/02 به ملي فانتزي,بابت فروش 1405/01/02 به ملي فانتزي,1,11,2026-04-29 14:23:19,11,2026-04-29 14:23:19,2,3,False,
156,80,2026-03-24 00:00:00,80,,1,2,1,بابت دريافت كالا طي 4 فقره رسيد به تاريخ 1405/01/04,بابت دريافت كالا طي 4 فقره رسيد به تاريخ 1405/01/04,1,10,2026-04-29 14:29:50,10,2026-04-29 14:29:50,2,1,False,
159,83,2026-03-27 00:00:00,83,,1,2,1,بابت دريافت كالا طي 2 فقره رسيد به تاريخ 1405/01/07,بابت دريافت كالا طي 2 فقره رسيد به تاريخ 1405/01/07,1,10,2026-04-29 14:32:09,10,2026-04-29 14:32:09,2,1,False,
163,87,2026-03-31 00:00:00,87,,1,2,1,بابت دريافت كالا طي 4 فقره رسيد به تاريخ 1405/01/11,بابت دريافت كالا طي 4 فقره رسيد به تاريخ 1405/01/11,1,10,2026-04-29 14:33:50,10,2026-04-29 14:33:50,1,1,False,
165,89,2026-04-02 00:00:00,89,,1,2,1,بابت رسيد انبار شماره 47 تاريخ 1405/01/13,بابت رسيد انبار شماره 47 تاريخ 1405/01/13,1,10,2026-04-29 14:34:30,10,2026-04-29 14:34:30,1,1,False,
166,90,2026-04-03 00:00:00,90,,1,2,1,بابت دريافت كالا طي 2 فقره رسيد به تاريخ 1405/01/14,بابت دريافت كالا طي 2 فقره رسيد به تاريخ 1405/01/14,1,10,2026-04-29 14:34:50,10,2026-04-29 14:34:50,2,1,False,
168,92,2026-04-05 00:00:00,92,,1,2,1,بابت دريافت كالا طي 9 فقره رسيد به تاريخ 1405/01/16,بابت دريافت كالا طي 9 فقره رسيد به تاريخ 1405/01/16,1,10,2026-04-29 14:35:37,10,2026-04-29 14:35:37,4,1,False,
176,93,2026-03-24 00:00:00,93,94,1,1,1,بابت فروش 1405/01/03 به ملي فانتزي,بابت فروش 1405/01/03 به ملي فانتزي,1,11,2026-04-29 14:55:13,11,2026-04-29 14:55:13,3,3,False,
177,94,2026-03-25 00:00:00,94,95,1,1,1,بابت فروش 1405/01/04 به ملي فانتزي,بابت فروش 1405/01/04 به ملي فانتزي,1,11,2026-04-29 14:55:13,11,2026-04-29 14:55:13,6,3,False,
178,95,2026-03-27 00:00:00,95,96,1,1,1,بابت فروش 1405/01/06 به ملي فانتزي,بابت فروش 1405/01/06 به ملي فانتزي,1,11,2026-04-29 14:55:13,11,2026-04-29 14:55:13,3,3,False,
179,96,2026-03-28 00:00:00,96,97,1,1,1,بابت فروش 1405/01/07 به ملي فانتزي,بابت فروش 1405/01/07 به ملي فانتزي,1,11,2026-04-29 14:55:13,11,2026-04-29 14:55:13,5,3,False,
180,97,2026-03-29 00:00:00,97,98,1,1,1,بابت فروش 1405/01/08 به ملي فانتزي,بابت فروش 1405/01/08 به ملي فانتزي,2,11,2026-04-29 14:55:13,11,2026-05-13 18:24:58,6,3,False,
181,98,2026-03-30 00:00:00,98,99,1,1,1,بابت فروش 1405/01/09 به ملي فانتزي,بابت فروش 1405/01/09 به ملي فانتزي,1,11,2026-04-29 14:55:14,11,2026-04-29 14:55:14,3,3,False,
182,99,2026-03-31 00:00:00,99,100,1,1,1,بابت فروش 1405/01/10 به ملي فانتزي,بابت فروش 1405/01/10 به ملي فانتزي,1,11,2026-04-29 14:55:14,11,2026-04-29 14:55:14,2,3,False,
183,100,2026-04-01 00:00:00,100,101,1,1,1,بابت فروش 1405/01/11 به ملي فانتزي,بابت فروش 1405/01/11 به ملي فانتزي,1,11,2026-04-29 14:55:14,11,2026-04-29 14:55:14,3,3,False,
184,101,2026-04-03 00:00:00,101,102,1,1,1,بابت فروش 1405/01/13 به ملي فانتزي,بابت فروش 1405/01/13 به ملي فانتزي,1,11,2026-04-29 14:55:14,11,2026-04-29 14:55:14,3,3,False,
185,102,2026-04-04 00:00:00,102,103,1,1,1,بابت فروش 1405/01/14 به ملي فانتزي,بابت فروش 1405/01/14 به ملي فانتزي,1,11,2026-04-29 14:55:14,11,2026-04-29 14:55:14,3,3,False,
186,103,2026-04-05 00:00:00,103,104,1,1,1,بابت فروش 1405/01/15 به ملي فانتزي,بابت فروش 1405/01/15 به ملي فانتزي,1,11,2026-04-29 14:55:14,11,2026-04-29 14:55:14,5,3,False,
187,104,2026-04-06 00:00:00,104,105,1,1,1,بابت فروش 1405/01/16 به ملي فانتزي,بابت فروش 1405/01/16 به ملي فانتزي,1,11,2026-04-29 14:55:14,11,2026-04-29 14:55:14,1,3,False,
188,105,2026-04-07 00:00:00,105,106,1,1,1,بابت فروش 1405/01/17 به ملي فانتزي,بابت فروش 1405/01/17 به ملي فانتزي,1,11,2026-04-29 14:55:14,11,2026-04-29 14:55:14,3,3,False,
189,106,2026-04-08 00:00:00,106,107,1,1,1,بابت فروش 1405/01/18 به ملي فانتزي,بابت فروش 1405/01/18 به ملي فانتزي,1,11,2026-04-29 14:55:14,11,2026-04-29 14:55:14,2,3,False,
190,107,2026-04-09 00:00:00,107,108,1,1,1,بابت فروش 1405/01/19 به ملي فانتزي,بابت فروش 1405/01/19 به ملي فانتزي,1,11,2026-04-29 14:55:15,11,2026-04-29 14:55:15,2,3,False,
191,108,2026-04-10 00:00:00,108,109,1,1,1,بابت فروش 1405/01/20 به ملي فانتزي,بابت فروش 1405/01/20 به ملي فانتزي,1,11,2026-04-29 14:55:15,11,2026-04-29 14:55:15,1,3,False,
192,109,2026-04-11 00:00:00,109,110,1,1,1,بابت فروش 1405/01/21 به ملي فانتزي,بابت فروش 1405/01/21 به ملي فانتزي,1,11,2026-04-29 14:55:15,11,2026-04-29 14:55:15,6,3,False,
193,110,2026-04-12 00:00:00,110,111,1,1,1,بابت فروش 1405/01/22 به ملي فانتزي,بابت فروش 1405/01/22 به ملي فانتزي,1,11,2026-04-29 14:55:15,11,2026-04-29 14:55:15,2,3,False,
194,111,2026-04-13 00:00:00,111,112,1,1,1,بابت فروش 1405/01/23 به ملي فانتزي,بابت فروش 1405/01/23 به ملي فانتزي,1,11,2026-04-29 14:55:15,11,2026-04-29 14:55:15,4,3,False,
195,112,2026-04-14 00:00:00,112,113,1,1,1,بابت فروش 1405/01/24 به ملي فانتزي,بابت فروش 1405/01/24 به ملي فانتزي,1,11,2026-04-29 14:55:15,11,2026-04-29 14:55:15,2,3,False,
196,113,2026-04-15 00:00:00,113,114,1,1,1,بابت فروش 1405/01/25 به ملي فانتزي,بابت فروش 1405/01/25 به ملي فانتزي,1,11,2026-04-29 14:55:15,11,2026-04-29 14:55:15,4,3,False,
197,114,2026-04-17 00:00:00,114,115,1,1,1,بابت فروش 1405/01/27 به ملي فانتزي,بابت فروش 1405/01/27 به ملي فانتزي,1,11,2026-04-29 14:55:15,11,2026-04-29 14:55:15,3,3,False,
198,115,2026-04-18 00:00:00,115,116,1,1,1,بابت فروش 1405/01/28 به ملي فانتزي,بابت فروش 1405/01/28 به ملي فانتزي,1,11,2026-04-29 14:55:15,11,2026-04-29 14:55:15,3,3,False,
199,116,2026-04-20 00:00:00,116,117,1,1,1,بابت فروش 1405/01/30 به ملي فانتزي,بابت فروش 1405/01/30 به ملي فانتزي,1,11,2026-04-29 14:55:16,11,2026-04-29 14:55:16,1,3,False,
201,117,2026-04-06 00:00:00,117,,1,2,1,بابت دريافت كالا طي 2 فقره رسيد به تاريخ 1405/01/17,بابت دريافت كالا طي 2 فقره رسيد به تاريخ 1405/01/17,1,10,2026-04-29 18:40:25,10,2026-04-29 18:40:25,2,1,False,
202,118,2026-04-07 00:00:00,118,,1,2,1,بابت دريافت كالا طي 3 فقره رسيد به تاريخ 1405/01/18,بابت دريافت كالا طي 3 فقره رسيد به تاريخ 1405/01/18,1,10,2026-04-29 18:40:49,10,2026-04-29 18:40:49,4,1,False,
204,120,2026-04-09 00:00:00,120,,1,2,1,بابت دريافت كالا طي 8 فقره رسيد به تاريخ 1405/01/20,بابت دريافت كالا طي 8 فقره رسيد به تاريخ 1405/01/20,1,10,2026-04-29 18:41:39,10,2026-04-29 18:41:39,3,1,False,
205,121,2026-04-26 00:00:00,121,,1,2,1,بابت پرداخت طي اعلاميه پرداخت شماره 381 تاريخ 1405/02/06,بابت پرداخت طي اعلاميه پرداخت شماره 381 تاريخ 1405/02/06,1,12,2026-04-30 11:43:57,12,2026-04-30 11:43:57,5,2,False,
206,122,2026-04-28 00:00:00,122,,1,2,1,بابت پرداخت طي اعلاميه پرداخت شماره 382 تاريخ 1405/02/08,بابت پرداخت طي اعلاميه پرداخت شماره 382 تاريخ 1405/02/08,1,12,2026-04-30 11:52:45,12,2026-04-30 11:52:45,2,2,False,
207,123,2026-04-27 00:00:00,123,,1,2,1,بابت پرداخت طي اعلاميه پرداخت شماره 383 تاريخ 1405/02/07,بابت پرداخت طي اعلاميه پرداخت شماره 383 تاريخ 1405/02/07,1,12,2026-04-30 11:55:49,12,2026-04-30 11:55:49,1,2,False,
257,173,2026-04-09 00:00:00,173,,1,2,1,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/20,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/20,1,12,2026-05-02 16:49:36,12,2026-05-02 16:49:36,4,2,False,
258,174,2026-04-12 00:00:00,174,,1,2,1,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/23,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/23,1,12,2026-05-02 16:49:36,12,2026-05-02 16:49:36,5,2,False,
259,175,2026-04-13 00:00:00,175,,1,2,1,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/24,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/24,1,12,2026-05-02 16:49:36,12,2026-05-02 16:49:36,7,2,False,
261,177,2026-04-05 00:00:00,177,,1,2,1,بابت پرداخت طي اعلاميه پرداخت شماره 182 تاريخ 1405/01/16,بابت پرداخت طي اعلاميه پرداخت شماره 182 تاريخ 1405/01/16,1,11,2026-05-02 16:55:46,11,2026-05-02 16:55:46,7,2,False,
264,178,2026-04-02 00:00:00,178,,1,1,1,,,1,11,2026-05-02 18:02:59,11,2026-05-02 18:02:59,2,3,False,
266,179,2026-04-13 00:00:00,179,,1,1,1,پرداختي عليرضا رضايي به متفرقه خريد بابت خريد يك پاكت شير ,پرداختي عليرضا رضايي به متفرقه خريد بابت خريد يك پاكت شير ,2,12,2026-05-03 11:30:54,11,2026-05-13 17:18:41,8,3,False,
268,181,2026-03-25 00:00:00,181,,1,1,1,پرداختي عليرضا رضايي به متفرقه خريد بابت خريد يك عدد سس فلفل,پرداختي عليرضا رضايي به متفرقه خريد بابت خريد يك عدد سس فلفل,2,12,2026-05-03 11:36:30,11,2026-05-13 17:18:05,8,3,False,
269,182,2026-03-26 00:00:00,182,,1,1,1,پرداختي عليرضا رضايي به متفرقه خريد بابت خريد يك عددسس فلفل,پرداختي عليرضا رضايي به متفرقه خريد بابت خريد يك عددسس فلفل,2,12,2026-05-03 11:38:51,11,2026-05-13 17:18:16,2,3,False,
272,184,2026-04-30 00:00:00,184,,1,1,1,بابت هزينه بنزين پادرا,بابت هزينه بنزين پادرا,2,11,2026-05-03 13:32:40,11,2026-05-13 17:18:50,1,3,False,
273,185,2026-04-13 00:00:00,185,,1,1,1,بابت خريد 1 عدد پنجره چرخ گوشت از بهنام شكوهي,بابت خريد 1 عدد پنجره چرخ گوشت از بهنام شكوهي,1,11,2026-05-03 13:55:23,11,2026-05-03 13:55:23,9,3,False,
275,187,2026-03-23 00:00:00,187,,1,2,1,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/03,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/03,1,12,2026-05-03 14:48:12,12,2026-05-03 14:48:12,6,0,False,
276,188,2026-03-25 00:00:00,188,,1,2,1,بابت فاكتور شماره 5 تاريخ 1405/01/05 نوع فروش فروش مواد اوليه,بابت فاكتور شماره 5 تاريخ 1405/01/05 نوع فروش فروش مواد اوليه,1,12,2026-05-03 14:48:15,12,2026-05-03 14:48:15,9,0,False,
277,189,2026-03-27 00:00:00,189,,1,2,1,بابت فاكتور شماره 6 تاريخ 1405/01/07 نوع فروش فروش مواد اوليه,بابت فاكتور شماره 6 تاريخ 1405/01/07 نوع فروش فروش مواد اوليه,1,12,2026-05-03 14:48:15,12,2026-05-03 14:48:15,5,0,False,
278,190,2026-03-28 00:00:00,190,,1,2,1,بابت فاكتور شماره 9 تاريخ 1405/01/08 نوع فروش فروش مواد اوليه,بابت فاكتور شماره 9 تاريخ 1405/01/08 نوع فروش فروش مواد اوليه,1,12,2026-05-03 14:48:15,12,2026-05-03 14:48:15,8,0,False,
279,191,2026-03-30 00:00:00,191,,1,2,1,بابت فاكتور شماره 71 تاريخ 1405/01/10 نوع فروش فروش مواد اوليه,بابت فاكتور شماره 71 تاريخ 1405/01/10 نوع فروش فروش مواد اوليه,1,12,2026-05-03 14:48:15,12,2026-05-03 14:48:15,4,0,False,
281,193,2026-04-01 00:00:00,193,,1,2,1,بابت  فروش طي 3 فقره فاكتور به تاريخ1405/01/12,بابت  فروش طي 3 فقره فاكتور به تاريخ1405/01/12,1,12,2026-05-03 14:48:18,12,2026-05-03 14:48:18,6,0,False,
282,194,2026-04-03 00:00:00,194,,1,2,1,بابت فاكتور شماره 17 تاريخ 1405/01/14 نوع فروش فروش مواد اوليه,بابت فاكتور شماره 17 تاريخ 1405/01/14 نوع فروش فروش مواد اوليه,1,12,2026-05-03 14:48:19,12,2026-05-03 14:48:19,4,0,False,
283,195,2026-04-05 00:00:00,195,,1,2,1,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/16,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/16,1,12,2026-05-03 14:48:19,12,2026-05-03 14:48:19,8,0,False,
284,196,2026-04-08 00:00:00,196,,1,2,1,بابت فاكتور شماره 25 تاريخ 1405/01/19 نوع فروش فروش مواد اوليه,بابت فاكتور شماره 25 تاريخ 1405/01/19 نوع فروش فروش مواد اوليه,1,12,2026-05-03 14:48:19,12,2026-05-03 14:48:19,6,0,False,
285,197,2026-04-09 00:00:00,197,,1,2,1,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/20,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/20,1,12,2026-05-03 14:48:22,12,2026-05-03 14:48:22,5,0,False,
286,198,2026-04-10 00:00:00,198,,1,2,1,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/21,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/21,1,12,2026-05-03 14:48:22,12,2026-05-03 14:48:22,3,0,False,
287,199,2026-04-11 00:00:00,199,,1,2,1,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/22,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/22,1,12,2026-05-03 14:48:23,12,2026-05-03 14:48:23,9,0,False,
288,200,2026-04-12 00:00:00,200,,1,2,1,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/23,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/23,1,12,2026-05-03 14:48:23,12,2026-05-03 14:48:23,7,0,False,
289,201,2026-04-13 00:00:00,201,,1,2,1,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/24,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/24,1,12,2026-05-03 14:48:23,12,2026-05-03 14:48:23,10,0,False,
290,202,2026-04-14 00:00:00,202,,1,2,1,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/25,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/25,1,12,2026-05-03 14:48:24,12,2026-05-03 14:48:24,4,0,False,
291,203,2026-04-16 00:00:00,203,,1,2,1,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/27,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/27,1,12,2026-05-03 14:48:24,12,2026-05-03 14:48:24,4,0,False,
292,204,2026-04-17 00:00:00,204,,1,2,1,بابت فاكتور شماره 45 تاريخ 1405/01/28 نوع فروش فروش مواد اوليه,بابت فاكتور شماره 45 تاريخ 1405/01/28 نوع فروش فروش مواد اوليه,1,12,2026-05-03 14:48:24,12,2026-05-03 14:48:24,5,0,False,
293,205,2026-04-18 00:00:00,205,,1,2,1,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/29,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/01/29,1,12,2026-05-03 14:48:24,12,2026-05-03 14:48:24,6,0,False,
294,206,2026-04-19 00:00:00,206,,1,2,1,بابت فاكتور شماره 49 تاريخ 1405/01/30 نوع فروش فروش مواد اوليه,بابت فاكتور شماره 49 تاريخ 1405/01/30 نوع فروش فروش مواد اوليه,1,12,2026-05-03 14:48:25,12,2026-05-03 14:48:25,3,0,False,
295,207,2026-04-20 00:00:00,207,,1,2,1,بابت فاكتور شماره 51 تاريخ 1405/01/31 نوع فروش فروش مواد اوليه,بابت فاكتور شماره 51 تاريخ 1405/01/31 نوع فروش فروش مواد اوليه,1,12,2026-05-03 14:48:25,12,2026-05-03 14:48:25,3,0,False,
296,208,2026-04-24 00:00:00,208,,1,2,1,بابت فاكتور شماره 57 تاريخ 1405/02/04 نوع فروش فروش مواد اوليه,بابت فاكتور شماره 57 تاريخ 1405/02/04 نوع فروش فروش مواد اوليه,1,12,2026-05-03 14:48:25,12,2026-05-03 14:48:25,4,0,False,
297,209,2026-04-25 00:00:00,209,,1,2,1,بابت فاكتور شماره 53 تاريخ 1405/02/05 نوع فروش فروش مواد اوليه,بابت فاكتور شماره 53 تاريخ 1405/02/05 نوع فروش فروش مواد اوليه,1,12,2026-05-03 14:48:25,12,2026-05-03 14:48:25,4,0,False,
298,210,2026-04-26 00:00:00,210,,1,2,1,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/02/06,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/02/06,1,12,2026-05-03 14:48:25,12,2026-05-03 14:48:25,7,0,False,
299,211,2026-04-27 00:00:00,211,,1,2,1,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/02/07,بابت  فروش طي 2 فقره فاكتور به تاريخ1405/02/07,1,12,2026-05-03 14:48:26,12,2026-05-03 14:48:26,5,0,False,
300,212,2026-04-28 00:00:00,212,,1,2,1,بابت فاكتور شماره 63 تاريخ 1405/02/08 نوع فروش فروش مواد اوليه,بابت فاكتور شماره 63 تاريخ 1405/02/08 نوع فروش فروش مواد اوليه,1,12,2026-05-03 14:48:26,12,2026-05-03 14:48:26,5,0,False,
322,234,2026-05-02 00:00:00,234,,1,2,1,بابت پرداخت طي اعلاميه پرداخت شماره 407 تاريخ 1405/02/12,بابت پرداخت طي اعلاميه پرداخت شماره 407 تاريخ 1405/02/12,1,12,2026-05-04 18:03:50,12,2026-05-04 18:03:50,1,2,False,
323,235,2026-05-02 00:00:00,235,,1,2,1,بابت پرداخت طي اعلاميه پرداخت شماره 408 تاريخ 1405/02/12,بابت پرداخت طي اعلاميه پرداخت شماره 408 تاريخ 1405/02/12,1,12,2026-05-04 18:05:28,12,2026-05-04 18:05:28,2,2,False,
327,237,2026-05-02 00:00:00,237,,1,2,1,بابت پرداخت طي اعلاميه پرداخت شماره 426 تاريخ 1405/02/12,بابت پرداخت طي اعلاميه پرداخت شماره 426 تاريخ 1405/02/12,1,12,2026-05-09 17:02:01,12,2026-05-09 17:02:01,3,2,False,
328,238,2026-05-08 00:00:00,238,,1,2,1,بابت پرداخت طي اعلاميه پرداخت شماره 427 تاريخ 1405/02/18,بابت پرداخت طي اعلاميه پرداخت شماره 427 تاريخ 1405/02/18,1,12,2026-05-09 17:32:11,12,2026-05-09 17:32:11,1,2,False,
329,239,2026-05-07 00:00:00,239,,1,2,1,بابت پرداخت طي اعلاميه پرداخت شماره 428 تاريخ 1405/02/17,بابت پرداخت طي اعلاميه پرداخت شماره 428 تاريخ 1405/02/17,1,12,2026-05-09 17:38:26,12,2026-05-09 17:38:26,1,2,False,
335,244,2026-03-29 00:00:00,244,,1,2,1,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/09,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/09,1,12,2026-05-10 12:29:58,12,2026-05-10 12:29:58,7,2,False,
337,245,2026-05-09 00:00:00,245,,1,1,1,بابت خريد يك عدد شير و يك عدد اسكاچ سيمي توسط ,بابت خريد يك عدد شير و يك عدد اسكاچ سيمي توسط ,2,12,2026-05-10 12:53:18,11,2026-05-13 17:16:28,2,3,False,
340,247,2026-03-21 00:00:00,247,,1,1,1,,,4,11,2026-05-11 15:24:39,11,2026-05-11 16:06:25,6,3,False,
341,248,2026-03-21 00:00:00,248,,1,2,1,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/01,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/01,1,11,2026-05-11 15:26:04,11,2026-05-11 15:26:04,7,2,False,
345,251,2026-03-22 00:00:00,251,,1,2,1,بابت  4 فقره رسيد دريافت به تاريخ 1405/01/02,بابت  4 فقره رسيد دريافت به تاريخ 1405/01/02,1,11,2026-05-11 16:29:34,11,2026-05-11 16:29:34,6,2,False,
348,254,2026-03-22 00:00:00,254,,1,2,1,بابت  3 فقره رسيد دريافت به تاريخ 1405/01/02,بابت  3 فقره رسيد دريافت به تاريخ 1405/01/02,1,11,2026-05-12 12:41:24,11,2026-05-12 12:41:24,8,2,False,
349,255,2026-03-23 00:00:00,255,,1,2,1,بابت  4 فقره رسيد دريافت به تاريخ 1405/01/03,بابت  4 فقره رسيد دريافت به تاريخ 1405/01/03,1,11,2026-05-12 12:41:24,11,2026-05-12 12:41:24,7,2,False,
352,258,2026-03-30 00:00:00,258,,1,2,1,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/10,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/10,1,11,2026-05-12 12:42:13,11,2026-05-12 12:42:13,5,2,False,
353,259,2026-04-02 00:00:00,259,,1,2,1,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/13,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/13,1,11,2026-05-12 12:42:13,11,2026-05-12 12:42:13,3,2,False,
354,260,2026-04-11 00:00:00,260,,1,2,1,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/22,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/22,1,11,2026-05-12 12:42:13,11,2026-05-12 12:42:13,11,2,False,
355,261,2026-04-18 00:00:00,261,,1,2,1,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/29,بابت  1 فقره اعلاميه پرداخت به تاريخ 1405/01/29,1,11,2026-05-12 12:42:18,11,2026-05-12 12:42:18,8,2,False,
361,266,2026-03-22 00:00:00,266,,1,1,1,,,1,11,2026-05-12 12:50:36,11,2026-05-12 12:50:36,9,3,False,
364,268,2026-03-23 00:00:00,268,,1,2,1,بابت  1 فقره رسيد دريافت به تاريخ 1405/01/03,بابت  1 فقره رسيد دريافت به تاريخ 1405/01/03,1,11,2026-05-12 16:30:11,11,2026-05-12 16:30:11,9,2,False,
365,269,2026-03-24 00:00:00,269,,1,2,1,بابت  3 فقره رسيد دريافت به تاريخ 1405/01/04,بابت  3 فقره رسيد دريافت به تاريخ 1405/01/04,1,11,2026-05-12 16:30:12,11,2026-05-12 16:30:12,5,2,False,
368,271,2026-03-23 00:00:00,271,,1,2,1,بابت دريافت طي رسيد دريافت شماره 124 تاريخ 1405/01/03,بابت دريافت طي رسيد دريافت شماره 124 تاريخ 1405/01/03,1,11,2026-05-12 16:55:22,11,2026-05-12 16:55:22,10,2,False,
370,273,2026-03-24 00:00:00,273,,1,2,1,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/04,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/04,1,11,2026-05-12 18:02:23,11,2026-05-12 18:02:23,8,2,False,
371,274,2026-03-25 00:00:00,274,,1,2,1,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/05,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/05,1,11,2026-05-12 18:02:23,11,2026-05-12 18:02:23,10,2,False,
372,275,2026-03-24 00:00:00,275,,1,1,1,,,2,11,2026-05-12 18:07:50,11,2026-05-31 18:23:00,9,3,False,
374,277,2026-03-25 00:00:00,277,,1,2,1,بابت  4 فقره رسيد دريافت به تاريخ 1405/01/05,بابت  4 فقره رسيد دريافت به تاريخ 1405/01/05,1,11,2026-05-12 18:43:59,11,2026-05-12 18:43:59,12,2,False,
376,279,2026-03-25 00:00:00,279,,1,1,1,,,1,11,2026-05-12 18:49:21,11,2026-05-12 18:49:21,13,3,False,
377,280,2026-03-26 00:00:00,280,,1,2,1,بابت  4 فقره رسيد دريافت به تاريخ 1405/01/06,بابت  4 فقره رسيد دريافت به تاريخ 1405/01/06,1,11,2026-05-13 10:50:52,11,2026-05-13 10:50:52,3,2,False,
378,281,2026-03-26 00:00:00,281,,1,2,1,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/06,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/06,1,11,2026-05-13 13:42:11,11,2026-05-13 13:42:11,4,2,False,
379,282,2026-03-27 00:00:00,282,,1,2,1,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/07,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/07,1,11,2026-05-13 13:42:11,11,2026-05-13 13:42:11,7,2,False,
381,284,2026-03-26 00:00:00,284,,1,1,1,,,4,11,2026-05-13 13:49:19,11,2026-05-13 13:57:48,6,3,False,
382,285,2026-05-02 00:00:00,285,,1,2,1,بابت پرداخت طي اعلاميه پرداخت شماره 399 تاريخ 1405/02/12,بابت پرداخت طي اعلاميه پرداخت شماره 399 تاريخ 1405/02/12,1,11,2026-05-13 13:57:20,11,2026-05-13 13:57:20,4,2,False,
383,286,2026-03-27 00:00:00,286,,1,2,1,بابت پرداخت طي اعلاميه پرداخت شماره 48 تاريخ 1405/01/07,بابت پرداخت طي اعلاميه پرداخت شماره 48 تاريخ 1405/01/07,1,11,2026-05-13 14:59:02,11,2026-05-13 14:59:02,8,2,False,
385,288,2026-03-27 00:00:00,288,,1,2,1,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/07,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/07,1,11,2026-05-13 15:33:41,11,2026-05-13 15:33:41,10,2,False,
386,289,2026-03-28 00:00:00,289,,1,2,1,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/08,بابت  2 فقره رسيد دريافت به تاريخ 1405/01/08,1,11,2026-05-13 15:33:42,11,2026-05-13 15:33:42,9,2,False,
387,290,2026-03-27 00:00:00,290,,1,1,1,,,1,11,2026-05-13 15:35:00,11,2026-05-13 15:35:00,11,3,False,
392,293,2026-03-23 00:00:00,293,,1,2,1,بابت  فروش طي 555 فقره فاكتور به تاريخ1405/01/03,بابت  فروش طي 555 فقره فاكتور به تاريخ1405/01/03,1,11,2026-05-13 16:11:01,11,2026-05-13 16:11:01,11,0,False,
